Mod:Item:MetaData, Localized Name
quark:stone_diorite_bricks_wall, tile.stone_diorite_bricks_wall.name
quark:stone_andesite_bricks_wall, tile.stone_andesite_bricks_wall.name
quark:stone_basalt_bricks_wall, tile.stone_basalt_bricks_wall.name
quark:stone_marble_bricks_wall, tile.stone_marble_bricks_wall.name
quark:stone_limestone_bricks_wall, tile.stone_limestone_bricks_wall.name
quark:midori_block, tile.midori_block.name
quark:midori_pillar, tile.midori_pillar.name
quark:midori_block_stairs, tile.midori_block_stairs.name
quark:midori_block_slab:0, Midori Slab
quark:midori_block_wall, tile.midori_block_wall.name
quark:magma_bricks, tile.magma_bricks.name
quark:magma_bricks_stairs, tile.magma_bricks_stairs.name
quark:magma_bricks_slab:0, Magma Brick Slab
quark:vertical_planks:0, Vertical Oak Wood Planks
quark:vertical_planks:1, Vertical Spruce Wood Planks
quark:vertical_planks:2, Vertical Birch Wood Planks
quark:vertical_planks:3, Vertical Jungle Wood Planks
quark:vertical_planks:4, Vertical Acacia Wood Planks
quark:vertical_planks:5, Vertical Dark Oak Wood Planks
quark:vertical_stained_planks:0, Vertical White Stained Planks
quark:vertical_stained_planks:1, Vertical Orange Stained Planks
quark:vertical_stained_planks:2, Vertical Magenta Stained Planks
quark:vertical_stained_planks:3, Vertical Light Blue Stained Planks
quark:vertical_stained_planks:4, Vertical Yellow Stained Planks
quark:vertical_stained_planks:5, Vertical Lime Stained Planks
quark:vertical_stained_planks:6, Vertical Pink Stained Planks
quark:vertical_stained_planks:7, Vertical Gray Stained Planks
quark:vertical_stained_planks:8, Vertical Light Gray Stained Planks
quark:vertical_stained_planks:9, Vertical Cyan Stained Planks
quark:vertical_stained_planks:10, Vertical Purple Stained Planks
quark:vertical_stained_planks:11, Vertical Blue Stained Planks
quark:vertical_stained_planks:12, Vertical Brown Stained Planks
quark:vertical_stained_planks:13, Vertical Green Stained Planks
quark:vertical_stained_planks:14, Vertical Red Stained Planks
quark:vertical_stained_planks:15, Vertical Black Stained Planks
quark:duskbound_block, tile.duskbound_block.name
quark:duskbound_lantern, tile.duskbound_lantern.name
quark:duskbound_block_stairs, tile.duskbound_block_stairs.name
quark:duskbound_block_slab:0, Duskbound Slab
quark:duskbound_block_wall, tile.duskbound_block_wall.name
quark:world_stone_pavement:0, Granite Pavement
quark:world_stone_pavement:1, Diorite Pavement
quark:world_stone_pavement:2, Andesite Pavement
quark:world_stone_pavement:3, Basalt Pavement
quark:world_stone_pavement:4, Marble Pavement
quark:world_stone_pavement:5, Limestone Pavement
quark:reed_block, tile.reed_block.name
quark:reed_block_stairs, tile.reed_block_stairs.name
quark:reed_block_slab:0, Sugar Cane Slab
quark:reed_block_wall, tile.reed_block_wall.name
quark:snow_bricks, tile.snow_bricks.name
quark:snow_bricks_stairs, tile.snow_bricks_stairs.name
quark:snow_bricks_slab:0, Snow Brick Slab
quark:snow_bricks_wall, tile.snow_bricks_wall.name
quark:carved_wood:0, Carved Oak Wood
quark:carved_wood:1, Carved Spruce Wood
quark:carved_wood:2, Carved Birch Wood
quark:carved_wood:3, Carved Jungle Wood
quark:carved_wood:4, Carved Acacia Wood
quark:carved_wood:5, Carved Dark Oak Wood
quark:soul_sandstone:0, Soul Sandstone
quark:soul_sandstone:1, Chiseled Soul Sandstone
quark:soul_sandstone:2, Smooth Soul Sandstone
quark:soul_sandstone_slab:0, Soul Sandstone Slab
quark:soul_sandstone_stairs, tile.soul_sandstone_stairs.name
quark:soul_sandstone_wall, tile.soul_sandstone_wall.name
quark:turf, tile.turf.name
quark:turf_stairs, tile.turf_stairs.name
quark:turf_slab:0, Turf Slab
quark:framed_glass, tile.framed_glass.name
quark:framed_glass_pane, tile.framed_glass_pane.name
quark:polished_netherrack:0, Netherwrought Stone
quark:polished_netherrack:1, Netherwrought Bricks
quark:polished_netherrack_bricks_stairs, tile.polished_netherrack_bricks_stairs.name
quark:polished_netherrack_bricks_slab:0, Netherwrought Brick Slab
quark:polished_netherrack_bricks_wall, tile.polished_netherrack_bricks_wall.name
quark:trowel, item.trowel.name
quark:quilted_wool:0, White Quilted Wool
quark:quilted_wool:1, Orange Quilted Wool
quark:quilted_wool:2, Magenta Quilted Wool
quark:quilted_wool:3, Light Blue Quilted Wool
quark:quilted_wool:4, Yellow Quilted Wool
quark:quilted_wool:5, Lime Quilted Wool
quark:quilted_wool:6, Pink Quilted Wool
quark:quilted_wool:7, Gray Quilted Wool
quark:quilted_wool:8, Light Gray Quilted Wool
quark:quilted_wool:9, Cyan Quilted Wool
quark:quilted_wool:10, Purple Quilted Wool
quark:quilted_wool:11, Blue Quilted Wool
quark:quilted_wool:12, Brown Quilted Wool
quark:quilted_wool:13, Green Quilted Wool
quark:quilted_wool:14, Red Quilted Wool
quark:quilted_wool:15, Black Quilted Wool
chisel:auto_chisel, Auto Chisel
chisel:chisel_iron, Chisel
chisel:chisel_diamond, Diamond Chisel
chisel:chisel_hitech, iChisel
chisel:offsettool, Ender Offset Wand
cathedral:cathedral_railing_various:0, Stone Railing
cathedral:cathedral_railing_various:1, Sandstone Railing
cathedral:cathedral_railing_various:2, Red Sandstone Railing
cathedral:cathedral_railing_various:3, Obsidian Railing
cathedral:cathedral_railing_various:4, Netherbrick Railing
cathedral:cathedral_railing_various:5, Quartz Railing
cathedral:cathedral_railing_various:6, Endstone Railing
cathedral:cathedral_railing_various:7, Packed Ice Railing
cathedral:cathedral_railing_various:8, Snow Railing
cathedral:cathedral_railing_various:9, Marble Railing
cathedral:cathedral_railing_various:10, Limestone Railing
cathedral:cathedral_railing_various:11, Basalt Railing
cathedral:cathedral_railing_various:12, Dwarven Railing
cathedral:cathedral_pillar_various:0, Stone Pillar
cathedral:cathedral_pillar_various:1, Sandstone Pillar
cathedral:cathedral_pillar_various:2, Red Sandstone Pillar
cathedral:cathedral_pillar_various:3, Obsidian Pillar
cathedral:cathedral_pillar_various:4, Netherbrick Pillar
cathedral:cathedral_pillar_various:5, Quartz Pillar
cathedral:cathedral_pillar_various:6, Endstone Pillar
cathedral:cathedral_pillar_various:7, Packed Ice Pillar
cathedral:cathedral_pillar_various:8, Snow Pillar
cathedral:cathedral_pillar_various:9, Marble Pillar
cathedral:cathedral_pillar_various:10, Limestone Pillar
cathedral:cathedral_pillar_various:11, Basalt Pillar
cathedral:cathedral_pillar_various:12, Dwarven Pillar
cathedral:cathedral_glass_stained:0, Fire Taijitu Cathedral Glass
cathedral:cathedral_glass_stained:1, Amber Rhombus Cathedral Glass
cathedral:cathedral_pane_stained:0, Fire Taijitu Cathedral Glass Pane
cathedral:cathedral_pane_stained:1, Amber Rhombus Cathedral Glass Pane
cathedral:cathedral_chain_various:0, Iron Chain
cathedral:cathedral_chain_various:1, Gold Chain
cathedral:cathedral_chain_various:2, Dwarven Chain
cathedral:cathedral_chain_various:3, Copper Chain
cathedral:cathedral_chain_various:4, Bronze Chain
cathedral:cathedral_chain_various:5, Silver Chain
cathedral:cathedral_chain_various:6, Enderium Chain
cathedral:deckprism:0, White Deck Prism
cathedral:deckprism:1, Orange Deck Prism
cathedral:deckprism:2, Magenta Deck Prism
cathedral:deckprism:3, Light Blue Deck Prism
cathedral:deckprism:4, Yellow Deck Prism
cathedral:deckprism:5, Lime Deck Prism
cathedral:deckprism:6, Pink Deck Prism
cathedral:deckprism:7, Gray Deck Prism
cathedral:deckprism:8, Light Gray Deck Prism
cathedral:deckprism:9, Cyan Deck Prism
cathedral:deckprism:10, Purple Deck Prism
cathedral:deckprism:11, Blue Deck Prism
cathedral:deckprism:12, Brown Deck Prism
cathedral:deckprism:13, Green Deck Prism
cathedral:deckprism:14, Red Deck Prism
cathedral:deckprism:15, Black Deck Prism
cathedral:cathedral_gargoyle_demon_stone, Stone Gargoyle
cathedral:cathedral_gargoyle_demon_sandstone, Sandstone Gargoyle
cathedral:cathedral_gargoyle_demon_redsandstone, Red Sandstone Gargoyle
cathedral:cathedral_gargoyle_demon_obsidian, Obsidian Gargoyle
cathedral:cathedral_gargoyle_demon_netherbrick, Netherbrick Gargoyle
cathedral:cathedral_gargoyle_demon_quartz, Quartz Gargoyle
cathedral:cathedral_gargoyle_demon_endstone, Endstone Gargoyle
cathedral:cathedral_gargoyle_demon_packedice, Packed Ice Gargoyle
cathedral:cathedral_gargoyle_demon_snow, Snow Gargoyle
cathedral:cathedral_gargoyle_demon_marble, Marble Gargoyle
cathedral:cathedral_gargoyle_demon_limestone, Limestone Gargoyle
cathedral:cathedral_gargoyle_demon_basalt, Basalt Gargoyle
cathedral:cathedral_gargoyle_demon_dwemer, Dwarven Gargoyle
cathedral:basalt_block_carved:0, Basalt Paver
cathedral:basalt_block_carved:1, Basalt Poison
cathedral:basalt_block_carved:2, Basalt Sunken Tile
cathedral:basalt_block_carved:3, Basalt Vault
cathedral:basalt_block_carved:4, Basalt Sunken
cathedral:basalt_block_carved:5, Basalt Knotted
cathedral:basalt_slab_carved:0, Basalt Raw Slab
cathedral:basalt_slab_carved:1, Basalt Small Tiles Slab
cathedral:basalt_slab_carved:2, Basalt Layers Slab
cathedral:basalt_slab_carved:3, Basalt Bricks Slab
cathedral:basalt_slab_carved:4, Basalt Small Bricks Slab
cathedral:basalt_slab_carved:5, Basalt Tiles Slab
cathedral:basalt_slab_carved:6, Basalt Bevelled Slab
cathedral:basalt_stairs_carved_raw, Basalt Stairs
cathedral:basalt_stairs_carved_smalltiles, Basalt Small Tiles Stairs
cathedral:basalt_stairs_carved_layers, Basalt Layers Stairs
cathedral:basalt_stairs_carved_bricks, Basalt Bricks Stairs
cathedral:basalt_stairs_carved_smallbricks, Basalt Small Bricks Stairs
cathedral:basalt_stairs_carved_tiles, Basalt Tiles Stairs
cathedral:basalt_stairs_carved_slabs, Basalt Slabs Stairs
cathedral:basalt_block_checkered:0, Checkered
cathedral:basalt_block_checkered:1, Checkered Border
cathedral:basalt_block_checkered:2, Checkered Small
cathedral:basalt_block_checkered:3, Checkered Tiles
cathedral:basalt_block_checkered:4, Checkered Small Tiles
cathedral:basalt_slab_checkered:0, Checkered Slab
cathedral:basalt_slab_checkered:1, Checkered Small Slab
cathedral:basalt_slab_checkered:2, Checkered Tiles Slab
cathedral:basalt_slab_checkered:3, Checkered Small Tiles Slab
cathedral:basalt_stairs_checkered_normal, Checkered Stairs
cathedral:basalt_stairs_checkered_small, Checkered Small Tiles Stairs
cathedral:basalt_stairs_checkered_tiles, Checkered Tiles Stairs
cathedral:basalt_stairs_checkered_tilessmall, Checkered Bricks Stairs
cathedral:dwemer_block_carved:0, Dwarven Embedded Plate
cathedral:dwemer_block_carved:1, Dwarven Bordered Pillar
cathedral:dwemer_block_carved:2, Dwarven Stone Altar
cathedral:dwemer_block_carved:3, Dwarven Carved Snake
cathedral:dwemer_block_carved:4, Dwarven Carved Figures
cathedral:dwemer_block_carved:5, Dwarven Reinforced Brick
cathedral:dwemer_block_carved:6, Dwarven Scale Pillar
cathedral:dwemer_block_carved:7, Dwarven Worm Gear
cathedral:dwemer_block_carved:8, Dwarven Ray Carving
cathedral:dwemer_block_carved:9, Dwarven Knot
cathedral:dwemer_block_carved:10, Dwarven Mask
cathedral:dwemer_block_carved:11, Dwarven Panel
cathedral:dwemer_block_carved:12, Dwarven Vent
cathedral:dwemer_light_normal:0, Dwarven Path Lighting
cathedral:dwemer_light_normal:1, Dwarven Burning Vent
cathedral:dwemer_light_normal:2, Dwarven Gaslit Vent
cathedral:dwemer_glass_normal:0, Dwarven Metal Fence
cathedral:dwemer_glass_normal:1, Dwarven Metal Ornate
cathedral:dwemer_bars_normal:0, Dwarven Metal Bars
cathedral:dwemer_bars_normal:1, Dwarven Metal Bars Ornate
cathedral:dwemer_bars_normal:2, Dwarven Metal Bars Footer
cathedral:dwemer_bars_normal:3, Dwarven Metal Bars Header
cathedral:dwemer_bars_normal:4, Dwarven Metal Bars Mask
cathedral:dwemer_bars_normal:5, Dwarven Metal Bars Rhombus
cathedral:dwemer_door_normal, Short Dwarven Door
cathedral:dwemer_door_tall, Tall Dwarven Door
cathedral:extras_block_stone:0, Stone Paver
cathedral:extras_block_stone:1, Stone Knot
cathedral:extras_block_stone:2, Stone Embedded
cathedral:extras_block_stone:3, Stone Pillar
cathedral:extras_block_stone:4, Stone Vault
cathedral:extras_block_stone:5, Stone Metal Knot
cathedral:extras_block_endstone:0, Endstone Paver
cathedral:extras_block_endstone:1, Endstone Checkered Tiles
cathedral:extras_slab_endstone:0, Endstone Raw Slab
cathedral:extras_slab_endstone:1, Endstone Small Tiles Slab
cathedral:extras_slab_endstone:2, Endstone Layers Slab
cathedral:extras_slab_endstone:3, Endstone Bricks Slab
cathedral:extras_slab_endstone:4, Endstone Small Bricks Slab
cathedral:extras_slab_endstone:5, Endstone Tiles Slab
cathedral:extras_slab_endstone:6, Endstone Slab
cathedral:extras_slab_endstone:7, tile.extras_slab_endstone.checkered.name
cathedral:extras_stairs_endstone_raw, Endstone Raw Stairs
cathedral:extras_stairs_endstone_smalltiles, Endstone Small Tiles Stairs
cathedral:extras_stairs_endstone_layers, Endstone Layers Stairs
cathedral:extras_stairs_endstone_bricks, Endstone Bricks Stairs
cathedral:extras_stairs_endstone_smallbricks, Endstone Small Bricks Stairs
cathedral:extras_stairs_endstone_tiles, Endstone Tiles Stairs
cathedral:extras_stairs_endstone_slabs, Endstone Slabs Stairs
cathedral:extras_stairs_endstone_checkered, Endstone Checkered Stairs
cathedral:claytile, Unfired Clay Tile
cathedral:firedtile, Fired Clay Tile
cathedral:roofing_shingles_natural, Natural Terracotta Roof
cathedral:roofing_block_natural, Natural Terracotta Block
cathedral:roofing_slab_natural, Natural Terracotta Slab
cathedral:roofing_shingles_white, White Terracotta Roof
cathedral:roofing_block_white, White Terracotta Block
cathedral:roofing_slab_white, White Terracotta Slab
cathedral:roofing_shingles_orange, Orange Terracotta Roof
cathedral:roofing_block_orange, Orange Terracotta Block
cathedral:roofing_slab_orange, Orange Terracotta Slab
cathedral:roofing_shingles_magenta, Magenta Terracotta Roof
cathedral:roofing_block_magenta, Magenta Terracotta Block
cathedral:roofing_slab_magenta, Magenta Terracotta Slab
cathedral:roofing_shingles_light_blue, Light Blue Terracotta Roof
cathedral:roofing_block_light_blue, Light Blue Terracotta Block
cathedral:roofing_slab_light_blue, Light Blue Terracotta Slab
cathedral:roofing_shingles_yellow, Yellow Terracotta Roof
cathedral:roofing_block_yellow, Yellow Terracotta Block
cathedral:roofing_slab_yellow, Yellow Terracotta Slab
cathedral:roofing_shingles_lime, Lime Terracotta Roof
cathedral:roofing_block_lime, Lime Terracotta Block
cathedral:roofing_slab_lime, Lime Terracotta Slab
cathedral:roofing_shingles_pink, Pink Terracotta Roof
cathedral:roofing_block_pink, Pink Terracotta Block
cathedral:roofing_slab_pink, Pink Terracotta Slab
cathedral:roofing_shingles_gray, Gray Terracotta Roof
cathedral:roofing_block_gray, Gray Terracotta Block
cathedral:roofing_slab_gray, Gray Terracotta Slab
cathedral:roofing_shingles_silver, Light Gray Terracotta Roof
cathedral:roofing_block_silver, Light Gray Terracotta Block
cathedral:roofing_slab_silver, Light Gray Terracotta Slab
cathedral:roofing_shingles_cyan, Cyan Terracotta Roof
cathedral:roofing_block_cyan, Cyan Terracotta Block
cathedral:roofing_slab_cyan, Cyan Terracotta Slab
cathedral:roofing_shingles_purple, Purple Terracotta Roof
cathedral:roofing_block_purple, Purple Terracotta Block
cathedral:roofing_slab_purple, Purple Terracotta Slab
cathedral:roofing_shingles_blue, Blue Terracotta Roof
cathedral:roofing_block_blue, Blue Terracotta Block
cathedral:roofing_slab_blue, Blue Terracotta Slab
cathedral:roofing_shingles_brown, Brown Terracotta Roof
cathedral:roofing_block_brown, Brown Terracotta Block
cathedral:roofing_slab_brown, Brown Terracotta Slab
cathedral:roofing_shingles_green, Green Terracotta Roof
cathedral:roofing_block_green, Green Terracotta Block
cathedral:roofing_slab_green, Green Terracotta Slab
cathedral:roofing_shingles_red, Red Terracotta Roof
cathedral:roofing_block_red, Red Terracotta Block
cathedral:roofing_slab_red, Red Terracotta Slab
cathedral:roofing_shingles_black, Black Terracotta Roof
cathedral:roofing_block_black, Black Terracotta Block
cathedral:roofing_slab_black, Black Terracotta Slab
dungeonmobs:lavarock, tile.dungeonmobs.lavarock.name
dungeonmobs:bladetrap, Blade Trap
enderio:item_enderface, Enderface
enderio:item_conduit_facade:0, Conduit Facade
enderio:item_conduit_facade:1, Hardened Conduit Facade
enderio:item_conduit_facade:2, Transparent Conduit Facade
enderio:item_conduit_facade:3, Transparent Hardened Conduit Facade
enderio:item_basic_capacitor:0, Basic Capacitor
enderio:item_basic_capacitor:1, Double-Layer Capacitor
enderio:item_basic_capacitor:2, Octadic Capacitor
enderio:block_alloy:0, Electrical Steel Block
enderio:block_alloy:1, Energetic Alloy Block
enderio:block_alloy:2, Vibrant Alloy Block
enderio:block_alloy:3, Redstone Alloy Block
enderio:block_alloy:4, Conductive Iron Block
enderio:block_alloy:5, Pulsating Iron Block
enderio:block_alloy:6, Dark Steel Block
enderio:block_alloy:7, Soularium Block
enderio:block_alloy:8, End Steel Block
enderio:block_alloy:9, Iron Alloy Block
enderio:item_alloy_ingot:0, Electrical Steel Ingot
enderio:item_alloy_ingot:1, Energetic Alloy Ingot
enderio:item_alloy_ingot:2, Vibrant Alloy Ingot
enderio:item_alloy_ingot:3, Redstone Alloy Ingot
enderio:item_alloy_ingot:4, Conductive Iron Ingot
enderio:item_alloy_ingot:5, Pulsating Iron Ingot
enderio:item_alloy_ingot:6, Dark Steel Ingot
enderio:item_alloy_ingot:7, Soularium Ingot
enderio:item_alloy_ingot:8, End Steel Ingot
enderio:item_alloy_ingot:9, Iron Alloy Ingot
enderio:item_alloy_nugget:0, Electrical Steel Nugget
enderio:item_alloy_nugget:1, Energetic Alloy Nugget
enderio:item_alloy_nugget:2, Vibrant Alloy Nugget
enderio:item_alloy_nugget:3, Redstone Alloy Nugget
enderio:item_alloy_nugget:4, Conductive Iron Nugget
enderio:item_alloy_nugget:5, Pulsating Iron Nugget
enderio:item_alloy_nugget:6, Dark Steel Nugget
enderio:item_alloy_nugget:7, Soularium Nugget
enderio:item_alloy_nugget:8, End Steel Nugget
enderio:item_alloy_nugget:9, Iron Alloy Nugget
